the_geom,longitude,latitude,cartodb_id,id,name,distance_to_yishun_west,distance_to_yishun_east,distance_to_punggol,column_1531919386209
0101000020E610000034D769A4A5EC5940F04DD367075CF53F,103.69761,1.334968,1074,22541,Blk 655,19733.19734,20078.81686,25043.30948,
0101000020E610000031074147ABEC594031074147AB5AF53F,103.697954,1.334636,1075,22549,Opp Blk 655,19720.63534,20064.24021,25021.09971,
0101000020E6100000C16F438CD7EC59408FFAEB15165CF53F,103.700656,1.334982,1076,22551,Blk 657,19447.07217,19785.71488,24727.41254,
0101000020E61000007102D369DDEC594009168733BF5AF53F,103.701014,1.334655,1077,22559,Opp Blk 657,19433.38293,19769.95427,24703.78975,
0101000020E61000002DEBFEB110ED59400742B280095CF53F,103.704144,1.33497,1078,22561,Blk 660,19123.26518,19453.52057,24367.60017,
0101000020E61000006BD619DF17ED5940C539EAE8B85AF53F,103.704582,1.334649,1079,22569,Opp Blk 660,19102.38498,19430.34449,24335.76832,
0101000020E610000016DA39CD02ED5940902E36AD1482F53F,103.703296,1.344258,1080,22591,Blk 670A,18655.71286,19023.95441,24090.3661,
0101000020E6100000185C7347FFEC59406AA4A5F27684F53F,103.703081,1.34484,1081,22599,Blk 678D,18643.4289,19014.4431,24091.3383,
0101000020E6100000E770ADF6B0EC5940B0AA5E7EA749F53F,103.698301,1.330482,1082,22609,Soon Lee Bus Pk,19939.57751,20267.07751,25157.40402,
0101000020E6100000FA0D130D52EC5940F11131259228F53F,103.692508,1.322405,1083,23011,Carrier Transicold Pte Ltd,20975.32769,21287.65598,26101.29544,
0101000020E61000007CD2890453EC59404DBD6E11182BF53F,103.692567,1.323021,1084,23019,Nippon Paint,20931.12854,21245.45499,26067.89257,
0101000020E6100000556B6116DAEB594051D9B0A6B228F53F,103.685186,1.322436,1085,23021,General Motors,21647.56407,21976.42231,26847.66129,
0101000020E610000046240A2DEBEB59405837DE1D192BF53F,103.686229,1.323022,1086,23029,Stamford Tyre,21515.01964,21843.59502,26715.48155,
0101000020E6100000B477465B95EB59407F4DD6A88728F53F,103.680991,1.322395,1087,23031,Phillips Electronics,22040.57454,22378.1897,27279.54992,
0101000020E61000000971E5EC9DEB5940BF81C98D222BF53F,103.681514,1.323031,1088,23039,Opp Phillips Electronics,21953.52306,22292.16565,27198.75216,
0101000020E610000040FB912232EC5940ADA7565F5D55F53F,103.69056,1.333341,1089,23041,Opp Jurong Camp,20493.68594,20848.87784,25839.74011,
0101000020E6100000F12900C633EC5940A14CA3C9C558F53F,103.69066,1.334173,1090,23049,Jurong Camp,20436.03469,20793.99591,25796.32671,
0101000020E610000044300E2E1DEC59405890662C9A4EF53F,103.689281,1.33169,1091,23051,Bef Kian Teck Rd,20710.84146,21062.87959,26038.58864,
0101000020E6100000A148F7730AEC5940F3CAF5B6994AF53F,103.688138,1.330713,1092,23059,Aft Kian Teck Rd,20875.93579,21226.95385,26196.48824,
0101000020E6100000027FF8F9EFEB594051DCF126BF45F53F,103.686522,1.329528,1093,23061,Aft Kian Teck Rd,21097.88471,21448.16818,26411.90984,
0101000020E610000056BC9179E4EB5940D734EF384547F53F,103.68582,1.3299,1094,23069,Bef Kian Teck Rd,21142.46706,21495.50699,26469.45558,
0101000020E610000006BEA25BAFEB59401CB5C2F4BD46F53F,103.682578,1.329771,1095,23071,Opp SAFTI Military Inst,21457.35781,21816.58094,26810.67257,
0101000020E610000006BB61DBA2EB59403B376DC66948F53F,103.681815,1.330179,1096,23079,SAFTI Military Inst,21506.59573,21868.74013,26873.58384,
0101000020E6100000187B2FBE68EB59407AA86DC32848F53F,103.678268,1.330117,1097,23081,Opp S'pore Discovery Ctr,21849.01866,22217.89104,27244.72311,
0101000020E61000008D5DA27A6BEB59408EC877297549F53F,103.678435,1.330434,1098,23089,S'pore Discovery Ctr,21815.19286,22184.81147,27214.91823,
0101000020E6100000577A6D3656EC5940D6E3BED53A31F53F,103.692762,1.324519,1099,23091,Nippon,20819.45488,21138.54759,25981.97039,
0101000020E610000020EBA9D557EC5940965AEF37DA31F53F,103.692861,1.324671,1100,23099,Bef First Lok Yang Rd,20800.8812,21120.27719,25965.19956,
0101000020E610000066D828EB37EC59408C84B69C4B31F53F,103.690913,1.324535,1101,23101,Opp Nichias (S),20988.74665,21312.11632,26170.35147,
0101000020E6100000B6F7A92A34EC5940081F4AB4E431F53F,103.690684,1.324681,1102,23109,Aft Third Lok Yang Rd,21000.86841,21325.26187,26187.45027,
0101000020E610000082AD122C0EEC5940143DF0315831F53F,103.688365,1.324547,1103,23111,Hitachi Cable,21223.7087,21552.81002,26430.8061,
0101000020E610000016C3D50110EC5940CFBC1C76DF31F53F,103.688477,1.324676,1104,23119,Opp Hitachi Cable Pte Ltd,21205.4369,21534.73491,26413.77413,
0101000020E610000087A8C29FE1EB594036AB3E575B31F53F,103.685646,1.32455,1105,23121,Hitachi Cable,21476.32602,21811.35254,26709.67691,
0101000020E6100000ECA17DACE0EB5940081F4AB4E431F53F,103.685588,1.324681,1106,23129,Opp PCB Ltd,21473.82414,21809.42086,26710.05994,
0101000020E6100000537B116DC7EB5940AE11C138B834F53F,103.684047,1.325371,1107,23131,Opp Leroy Somer,21576.47038,21917.68235,26839.37332,
0101000020E6100000EC67B114C9EB5940D732198EE733F53F,103.684148,1.325172,1108,23139,Bef Lok Yang Way,21578.89445,21919.21906,26837.34595,
0101000020E61000004DBED9E6C6EB594055DFF945093AF53F,103.684015,1.326669,1109,23141,Opp Varco,21502.37279,21848.06347,26788.48082,
0101000020E61000005704FF5BC9EB59407BA01518B23AF53F,103.684165,1.32683,1110,23149,Metoxide Pte Ltd,21478.74735,21824.67406,26766.32887,
0101000020E6100000FF092E56D4EB594035272F32013FF53F,103.684835,1.327882,1111,23151,Containers Printers,21353.62963,21701.75797,26653.71361,
0101000020E6100000A4C16D6DE1EB59408639419B1C3EF53F,103.685634,1.327664,1112,23159,Aft Fifth Lok Yang Rd,21291.28646,21636.99231,26580.20611,
0101000020E6100000CC7A319413EC59404C1B0E4B033FF53F,103.688695,1.327884,1113,23161,Promoter Group,20991.07249,21331.0024,26255.38614,
0101000020E61000009162804413EC594097AAB4C5353EF53F,103.688676,1.327688,1114,23169,Bef Kian Teck Rd,21004.59094,21343.87938,26265.53775,
0101000020E6100000A054FB743CEC5940D4D347E00F3FF53F,103.69119,1.327896,1115,23171,SKK (S) Pte Ltd,20757.43784,21091.93296,25997.99576,
0101000020E61000007138F3AB39EC5940ED832C0B263EF53F,103.69102,1.327673,1116,23179,Aft Second Lok Yang Rd,20786.7717,21120.8605,26024.89474,
0101000020E6100000A29BFD8172EC5940242A5437173FF53F,103.694489,1.327903,1117,23181,Aft Kian Teck Rd,20450.75067,20777.8116,25658.69078,
0101000020E6100000764F1E166AEC5940AE2AFBAE083EF53F,103.693975,1.327645,1118,23189,Bef First Lok Yang Rd,20514.16391,20841.4862,25722.47474,
0101000020E610000050A8A78FC0EB594010E84CDA541DF53F,103.683628,1.319661,1119,23191,Opp S'pore Tpt Pte Ltd,21962.26133,22285.21123,27128.26923,
0101000020E610000037C7B94DB8EB59407D59DAA9B91CF53F,103.683124,1.319513,1120,23199,S'pore Tpt Pte Ltd,22017.92765,22341.47585,27186.23104,
0101000020E6100000F86C1D1CECEB594066C1C41F451DF53F,103.686286,1.319646,1121,23201,Opp Shimano Pte Ltd,21718.52597,22035.59847,26857.9686,
0101000020E61000006E1805C1E3EB59400C957F2DAF1CF53F,103.685776,1.319503,1122,23209,Aft Shimano Pte Ltd,21774.29373,22092.01806,26916.28544,
0101000020E610000057CF49EF1BEC5940C7629B543416F53F,103.689205,1.317921,1123,23211,Opp Regent Motors,21561.04382,21865.72699,26639.34279,
0101000020E61000009E5E29CB10EC5940D0F0660DDE17F53F,103.688525,1.318327,1124,23219,Aft Regent Motors,21596.98196,21904.58858,26689.7694,
0101000020E6100000BF44BC75FEEA594014B1886187F1F43F,103.671781,1.308967,1125,23221,Aft Gul Way,23717.7081,24031.52257,28814.51287,
0101000020E61000006CD097DEFEEA5940B0AE0AD462F0F43F,103.671806,1.308688,1126,23229,Opp Gul Way,23732.93572,24045.84407,28824.85681,
0101000020E6100000D55E44DB31EB594050C24CDBBFF2F43F,103.674918,1.309265,1127,23231,Keppel Logistics,23412.14884,23720.36355,28483.66397,
0101000020E61000001AA3755435EB5940A7B393C151F2F43F,103.67513,1.30916,1128,23239,Opp Keppel Logistics,23399.48676,23706.92915,28467.14664,
0101000020E61000006ADB300A82EB59403E40F7E5CCF6F43F,103.679812,1.310254,1129,23241,Aft Benoi Rd,22904.29059,23205.09323,27943.81415,
0101000020E610000091813CBB7CEB5940A7EA1ED95CF5F43F,103.679488,1.309903,1130,23249,Bef Benoi Rd,22956.19442,23256.59835,27992.94887,
0101000020E610000013286211C3EB594072193735D0FCF43F,103.683781,1.311722,1131,23251,Aft Shipyard Rd,22450.86088,22747.5264,27475.00739,
0101000020E6100000DF1AD82AC1EB5940F7AE415F7AFBF43F,103.683665,1.311396,1132,23259,Bef Shipyard Rd,22482.45077,22778.32981,27502.05729,
0101000020E6100000B5DE6FB4E3EB59409E08E23C9C00F53F,103.685773,1.312649,1133,23261,Opp Exxon Mobil,22211.19383,22506.33441,27230.77257,
0101000020E61000000E10CCD1E3EB5940D32F116F9DFFF43F,103.68578,1.312406,1134,23269,Exxon Mobil,22226.36075,22520.69591,27241.5275,
0101000020E610000025ECDB4944EC59407AC7293A920BF53F,103.691668,1.315325,1135,23271,Aft Benoi Sector,21506.95374,21797.15093,26511.17357,
0101000020E6100000C6FD47A643EC5940E3FDB8FDF209F53F,103.691629,1.314929,1136,23279,Bef Benoi Sector,21536.439,21825.40428,26533.80075,
0101000020E61000000C04013274EB5940C571E0D572E7F43F,103.678967,1.306506,1137,23281,Aft Pioneer Rd,23223.43917,23514.36238,28206.94953,
0101000020E610000098C0ADBB79EB5940A6D6FB8D76DCF43F,103.679305,1.303824,1138,23291,S'pore Shipbldg Engrg,23369.87544,23651.76327,28303.63219,
0101000020E6100000D25625917DEB594002F566D47CD5F43F,103.679539,1.302121,1139,23301,Bef Benoi Basin,23462.64526,23738.7907,28364.56147,
0101000020E6100000A81E69705BEB59402140868E1DD4F43F,103.677456,1.301786,1140,23311,Keppel Shipyard,23669.78588,23949.57587,28588.33325,
0101000020E6100000EE42739D46EB5940603E59315CDDF43F,103.676185,1.304043,1141,23321,Opp Sinip Steel Pte Ltd,23634.18539,23923.63204,28604.46711,
0101000020E6100000D9D0CDFE40EB5940F6F065A208E9F43F,103.675842,1.306893,1142,23331,Opp JP Nelson,23479.87761,23778.79944,28502.03492,
0101000020E6100000C284D1AC6CEB59409817601F9DFAF43F,103.678508,1.311185,1143,23341,Aft Pioneer Rd,22963.14957,23269.72494,28031.90825,
0101000020E610000067D13B1570EB59401EC539EAE8F8F43F,103.678716,1.310769,1144,23349,Bef Pioneer Rd,22970.73678,23275.55017,28030.24911,
0101000020E6100000554CA59F70EB59405778978BF80EF53F,103.678749,1.316155,1145,23351,Aft Gul Ave,22629.20191,22951.11206,27781.2053,
0101000020E6100000DDB3AED172EB59404339D1AE420AF53F,103.678883,1.315005,1146,23359,Opp Gul Ave,22688.27736,23006.20863,27819.16343,
0101000020E61000000D52F01472EB594080457EFD101BF53F,103.678838,1.319108,1147,23361,Opp S'pore Warehse & Tpt,22439.85677,22771.14025,27641.901,
0101000020E6100000BD18CA8976EB59402BF86D88F11AF53F,103.67911,1.319078,1148,23369,S'pore Warehse & Tpt,22416.40145,22747.02217,27615.38818,
0101000020E61000007095271076EB59409301A08A1B37F53F,103.679081,1.325954,1149,23371,Opp Hitachi Elect Devices,22009.80963,22363.1502,27327.44954,
0101000020E610000050C6F8307BEB5940BCCD1B278539F53F,103.679394,1.326543,1150,23379,Hitachi Elect Devices,21945.95572,22300.63832,27270.99406,
0101000020E6100000CB48BDA772EC59409430D3F6AFECF43F,103.694498,1.307785,1151,23381,Plant Engrg,21764.66768,22022.98367,26596.71249,
0101000020E61000004276DEC666EC594068041BD7BFEBF43F,103.693773,1.307556,1152,23389,Opp Plant Engrg,21843.52893,22102.92391,26680.0644,
0101000020E6100000D316D7F84CEC594099D711876CE0F43F,103.692198,1.304791,1153,23391,Far East Levingston,22171.52489,22425.95253,26976.1595,
0101000020E6100000B96C74CE4FEC5940CEA96400A8E2F43F,103.692371,1.305336,1154,23399,Opp Far East Levingston,22118.73497,22374.47428,26931.26393,
0101000020E6100000BAF8DB9E20EC5940DCB930D28BDAF43F,103.689491,1.303356,1155,23401,Opp Mobil Marine Ter,22505.73735,22762.30766,27316.65315,
0101000020E610000026FDBD141EEC594030630AD638DBF43F,103.689336,1.303521,1156,23409,Mobil Marine Ter,22507.79872,22765.26839,27323.52383,
0101000020E61000001C295B24EDEB59408A8F4FC8CEDBF43F,103.686349,1.303664,1157,23411,Aft Jurong Marine Base,22758.58861,23023.71509,27611.62946,
0101000020E6100000FF91E9D0E9EB5940F03504C765DCF43F,103.686146,1.303808,1158,23419,Opp Jurong Marine Base,22766.5576,23032.61765,27624.48098,
0101000020E610000042959A3DD0EB5940E36DA5D766E3F43F,103.684585,1.305518,1159,23421,Comfort Holdings,22788.3325,23063.4272,27694.145,
0101000020E61000009A780778D2EB5940B187F6B182DFF43F,103.684721,1.304568,1160,23429,Opp Comfort Holdings,22840.28239,23112.08111,27727.79165,
0101000020E6100000D1217024D0EB5940E71DA7E848EEF43F,103.684579,1.308175,1161,23431,SEMCO,22611.66855,22895.1719,27564.5463,
0101000020E6100000C43F6CE9D1EB5940B72A89EC83ECF43F,103.684687,1.307743,1162,23439,Opp SML Shipyard Ltd,22630.70203,22912.58439,27574.75226,
0101000020E6100000B0CBF09F6EEB5940136404543802F53F,103.678627,1.313042,1163,23441,Opp Benoi Pl,22834.74454,23146.95037,27934.29705,
0101000020E6100000D253E41071EB5940310BED9C6601F53F,103.678776,1.312842,1164,23449,Benoi Pl,22833.72749,23144.97824,27928.36511,
0101000020E61000008A01124DA0EC5940AA9D616A4BDDF43F,103.697284,1.304027,1165,23451,Jurong Shipyard,21788.023,22026.99393,26515.44474,
0101000020E61000008B321B6492EC5940B6114F7633E3F43F,103.696435,1.305469,1166,23461,Selco Pte Ltd,21758.70708,22004.54572,26523.80982,
0101000020E610000052EDD3F198EC5940A80018CFA0E1F43F,103.696835,1.305085,1167,23469,Opp Selco Pte Ltd,21751.46197,21995.0201,26504.36324,
0101000020E6100000785F950B95EB594027DC2BF3561DF53F,103.680972,1.319663,1168,23471,Bef S'pore Tpt Pte Ltd,22207.87077,22536.50401,27399.46041,
0101000020E610000081ECF5EE8FEB594050711C78B51CF53F,103.68066,1.319509,1169,23479,Aft S'pore Tpt Pte Ltd,22246.22021,22575.00555,27438.086,
0101000020E61000005A492BBEA1EB5940C3D66CE5253FF53F,103.681747,1.327917,1170,23481,Molex,21643.31646,21997.90236,26971.57818,
0101000020E61000006A12BC218DEB59408C48145AD63DF53F,103.680489,1.327597,1171,23489,Opp Molex,21781.09657,22137.13025,27114.79222,
0101000020E6100000CEFBFF3861EB5940132D793C2D3FF53F,103.677809,1.327924,1172,23491,Joo Koon Stn,22017.14267,22379.55631,27379.34925,
0101000020E61000004981053065EB5940815A0C1EA63DF53F,103.678051,1.327551,1173,23499,Joo Koon Stn,22015.40879,22376.1068,27369.22069,
0101000020E6100000611A868F88EC59406A1668774831F53F,103.695835,1.324532,1174,23501,Aft Pioneer Rd Nth,20537.06742,20849.01423,25667.72076,
0101000020E6100000AA622AFD84EC5940FDA4DAA7E331F53F,103.695617,1.32468,1175,23509,Hoe Keng Motor,20547.64436,20860.63153,25683.40004,
0101000020E6100000D63A71395EEB5940AD4D637B2D28F53F,103.677626,1.322309,1176,24011,M.C. Packaging Pte Ltd,22361.02565,22705.2384,27629.04874,
0101000020E6100000D90A9A9658EB594059DB148F8B2AF53F,103.677282,1.322887,1177,24019,Liang Huat Ind Cplx,22359.22942,22706.02589,27640.17042,
0101000020E610000097E2AAB2EFEA59406CE9D1544F26F53F,103.67088,1.321853,1178,24021,Meritor Heavy Veh Systems,23024.75001,23380.65881,28343.33669,
0101000020E6100000FF7A8505F7EA5940DF88EE59D728F53F,103.671327,1.322471,1179,24029,Mazak S'pore,22946.64947,23303.68555,28271.70486,
0101000020E6100000DA01D71533EB5940F52A323A2049F53F,103.674993,1.330353,1180,24041,Opp Pasir Laba Camp,22150.47489,22526.3235,27576.62739,
0101000020E6100000B45549641FEB5940137D3ECA884BF53F,103.673791,1.330941,1181,24049,Pasir Laba Camp,22234.04954,22614.06107,27679.41851,
0101000020E610000045F0BF95ECEA5940E17EC0030308F53F,103.67069,1.314456,1182,24089,Aft Gul Ave,23480.2207,23813.18955,28678.23683,
0101000020E61000007C629D2ADFEA5940ECA17DACE037F53F,103.669871,1.326142,1183,24129,Opp Yeow San Pte Ltd,22877.35171,23248.86677,28274.4992,
0101000020E6100000BF61A2410AEB59406C96CB46E73CF53F,103.672501,1.327369,1184,24139,Opp Toyo Ink,22556.2351,22926.89,27952.65271,
0101000020E61000008F34B8AD2DEB5940041C42959A3DF53F,103.674663,1.32754,1185,24149,Ind Svcs Pte Ltd,22339.42884,22706.59888,27721.22182,
0101000020E610000067463F1A4EEB594004594FADBE3AF53F,103.676642,1.326842,1186,24159,Aft Joo Koon Rd,22190.15502,22551.23707,27543.80746,
0101000020E610000013EE9579ABEA59401B2E724F57F7F43F,103.666716,1.310386,1187,24169,Bef Gul Circle,24097.04669,24425.3108,29263.94316,
0101000020E61000001215AA9B8BEA5940728C648F50F3F43F,103.664771,1.309403,1188,24179,Opp Hong Hock Hardware,24337.56019,24666.62628,29505.88059,
0101000020E6100000B37E33315DEA594092205C0185FAF43F,103.661938,1.311162,1189,24189,Tai Sin Electric Cables,24495.82885,24835.52536,29716.81811,
0101000020E6100000E71A66683CEA5940DA756F456202F53F,103.659937,1.313082,1190,24199,JB Ind Pte Ltd,24570.63526,24919.73908,29838.58426,
0101000020E61000003BA92F4B3BEA59409C4D4700370BF53F,103.659869,1.315238,1191,24209,Aft Gul Lane,24451.77692,24807.45914,29754.07644,
0101000020E610000065FED13769EA59405F44DB317517F53F,103.662672,1.318227,1192,24219,Toyo Glass Machinery,24013.4767,24373.19961,29340.46593,
0101000020E610000077483140A2EA59409A44BDE0D31CF53F,103.666153,1.319538,1193,24229,Aft Gul St 3,23607.11079,23964.55032,28926.96936,
0101000020E61000002A3927F6D0EA5940E25B5837DE1DF53F,103.669004,1.319792,1194,24239,Bef Gul St 1,23322.00051,23674.9261,28622.4303,
0101000020E61000006D6FB72407EB5940BE310400C71EF53F,103.672311,1.320014,1195,24249,Asiatic Agricultural Ind,22996.65907,23343.96161,28272.63155,
0101000020E6100000ABCE6A813DEB5940124F7633A31FF53F,103.675629,1.320224,1196,24259,Chong Trading Pte Ltd,22672.33292,23013.77156,27922.70505,
0101000020E6100000910DA48B4DEB594083FA96395D16F53F,103.676608,1.31796,1197,24269,Sing Huat Hardware,22716.9738,23049.13646,27920.02204,
0101000020E6100000B96C74CE4FEB59404AECDADE6E09F53F,103.676746,1.314803,1198,24279,Cameron Iron Works,22897.60394,23219.38233,28045.53816,
0101000020E6100000529ACDE330EB5940C8B5A1629CFFF43F,103.674859,1.312405,1199,24289,Opp Keppel T & T,23220.24397,23538.36955,28345.41124,
0101000020E6100000F0164850FCEA5940DB6E826F9AFEF43F,103.67165,1.312159,1200,24299,Aft Gul Way,23531.35832,23855.27724,28682.51904,
0101000020E6100000C1C41F459DEA5940E370E6577300F53F,103.665849,1.31261,1201,24301,Opp AMF Far East,24043.16813,24379.85829,29253.74871,
0101000020E61000000919C8B3CBEA594078F01307D0EFF43F,103.668683,1.308548,1202,24331,Opp Robin Shipyard,24028.42418,24347.23566,29147.40425,
0101000020E6100000301004C8D0EA594035B8AD2D3CEFF43F,103.668993,1.308407,1203,24339,Robin Shipyard,24008.67002,24326.43305,29122.45644,
0101000020E6100000B763EAAEECEA594031410DDFC2BAF43F,103.670696,1.295596,1204,24341,Opp Keppel Shipyard,24682.74466,24958.93056,29568.81434,
0101000020E61000003E97A949F0EA594064AC36FFAFBAF43F,103.670916,1.295578,1205,24349,Keppel Shipyard,24664.4611,24940.12211,29547.93681,
0101000020E6100000357C0BEBC6EA59403695456117C5F43F,103.668391,1.298118,1206,24351,Opp S'pore Takada Ind,24721.12098,25009.52184,29672.13305,
0101000020E6100000FED2A23EC9EA594002124DA088C5F43F,103.668533,1.298226,1207,24359,S'pore Takada Ind,24701.31448,24989.73373,29652.66596,
0101000020E61000003BFF76D9AFEA59405039268BFBCFF43F,103.666983,1.300777,1208,24369,Dyna-Mac Engrg Svcs,24675.20023,24974.2803,29683.42483,
0101000020E610000080BBECD79DEA59407F15E0BBCDDBF43F,103.665884,1.303663,1209,24379,Opp Asia Ind Gases,24591.13596,24900.92814,29656.65476,
0101000020E61000005589B2B794EA5940BD8E386403E9F43F,103.665327,1.306888,1210,24381,GE Keppel Energy Svcs,24440.58243,24761.04613,29563.37396,
0101000020E6100000BEBD6BD097EA5940AD4D637B2DE8F43F,103.665516,1.306684,1211,24389,Opp GE Keppel Energy Svcs,24435.80669,24755.29161,29553.58087,
0101000020E6100000FD885FB186EA59404F081D7409C7F43F,103.664471,1.298593,1212,24391,Chem-Solv Technologies,25043.11288,25340.93511,30040.36627,
0101000020E6100000F23FF9BB77EA5940D672672618CEF43F,103.663558,1.300316,1213,24401,Hoe Huat Engrg,25015.47149,25320.10682,30049.04316,
0101000020E6100000AE2990D959EA59401615713AC9D6F43F,103.661734,1.302438,1214,24411,Gul Camp,25048.09466,25362.46857,30132.40402,
0101000020E61000000261A75835EA5940948444DAC6DFF43F,103.659506,1.304633,1215,24421,Opp Pan Abrasives Ltd,25117.42062,25442.43097,30256.3296,
0101000020E610000012A5BDC117EA594087C3D2C08FEAF43F,103.6577,1.307266,1216,24431,Aft Pioneer Sector 2,25125.59285,25461.61846,30321.22074,
0101000020E6100000F6ECB94C4DEA5940B54FC76306EAF43F,103.660968,1.307135,1217,24441,Opp Hoechst S'pore,24828.95005,25158.52009,29994.50246,
0101000020E6100000A320787C7BEA5940FCE07CEA58E5F43F,103.663787,1.305993,1218,24451,Aft S'pore Steel Ltd,24638.00015,24958.80889,29760.36202,
0101000020E610000082A8FB00A4EA59402B8881AE7DC1F43F,103.66626,1.297239,1219,24461,Smarty BT Oilfield,24969.80918,25260.07637,29927.77232,
0101000020E6100000183F8D7BF3EA59403FE42D573F36F53F,103.671111,1.325744,1220,24489,Steel Storage Asia,22780.7447,23148.70204,28161.50653,
0101000020E61000006823D74D29EB59400ABDFE243E37F53F,103.674396,1.325987,1221,24499,Chuan Kiat Metal & Ind,22453.02511,22815.6068,27811.02962,
0101000020E61000008F1CE90C8CEA5940D82B2CB81F30F53F,103.664798,1.324249,1222,24501,Bef Tuas Flyover,23470.56151,23845.15256,28876.59341,
0101000020E6100000063065E080EA5940C6A2E9EC6430F53F,103.664116,1.324315,1223,24509,Opp David Distribution,23532.61666,23908.61066,28944.89235,
0101000020E61000001DC70F9546EA5940D57ABFD18E1BF53F,103.660558,1.319228,1224,24511,Tuas Fire Stn,24158.42093,24524.94889,29517.79156,
0101000020E6100000F27D71A94AEA594074D2FBC6D71EF53F,103.660807,1.32003,1225,24519,Opp Tuas Fire Stn,24089.43349,24457.97076,29459.44551,
0101000020E61000007383A10E2BEA5940768D96033D14F53F,103.658878,1.317441,1226,24521,Bef Tuas Ave 5,24420.13875,24784.19468,29764.62915,
0101000020E6100000B45549641FEA59404A61DEE34C13F53F,103.658166,1.317212,1227,24529,Aft Tuas Ave 5,24501.16069,24865.76795,29847.60124,
0101000020E6100000015130630AEA594056F5F23B4DE6F43F,103.656884,1.306226,1228,24531,Utracon Corp,25264.34323,25598.84244,30450.70152,
0101000020E6100000A7CB6262F3E9594054573ECBF3E0F43F,103.65548,1.30492,1229,24539,Dundee Marine,25474.06432,25807.35956,30652.08096,
0101000020E6100000465B9544F6E9594041295AB917D8F43F,103.655656,1.302757,1230,24541,Opp Keppel Shipyard,25589.06794,25915.85007,30732.22187,
0101000020E6100000BF27D6A9F2E95940522635B401D8F43F,103.655436,1.302736,1231,24549,Keppel Shipyard,25610.7583,25937.8854,30755.47908,
0101000020E61000008B71FE2614EA594006DA1D520CD0F43F,103.65748,1.300793,1232,24559,HQ 6 Div,25541.61203,25859.39129,30638.37502,
0101000020E610000035B39602D2EA59406500A8E2C62DF53F,103.669068,1.323676,1233,24571,Nypro (S),23093.01278,23458.11055,28456.33362,
0101000020E610000005A4FD0FB0EA5940789B374E0A33F53F,103.666996,1.324961,1234,24581,Opp ESAB,23219.50211,23592.43759,28619.99986,
0101000020E6100000C8940F41D5EA5940DF347D76C035F53F,103.669266,1.325623,1235,24599,Bef Joo Koon Way,22964.45569,23335.40686,28357.91439,
0101000020E6100000E292E34EE9E959404F75C8CD7003F53F,103.654865,1.31334,1236,24601,Calvanizing,25036.58459,25395.42002,30348.94864,
0101000020E610000066BFEE74E7E959405AD76839D003F53F,103.654752,1.313431,1237,24609,Opp Calvanizing,25042.13101,25401.42864,30356.76383,
0101000020E61000002593533BC3E95940FB3E1C2444F9F43F,103.652541,1.310856,1238,24611,Bef Marinteknik,25400.31779,25755.92215,30692.92122,
0101000020E6100000300DC347C4E9594098A3C7EF6DFAF43F,103.652605,1.31114,1239,24619,Opp Marinteknik,25377.87243,25734.18854,30674.28322,
0101000020E61000002AA8A8FA95E95940D7DCD1FF72EDF43F,103.649779,1.307971,1240,24621,Aft Ocean Tanker,25829.20755,26181.27222,31099.83183,
0101000020E61000002D95B7239CE95940D34CF73AA9EFF43F,103.650155,1.308511,1241,24629,Opp Ocean Tanker,25762.2525,26115.21226,31038.04907,
0101000020E610000054AD855968EB59404ED4D2DC0A21F53F,103.678244,1.320567,1242,24631,Bef Benoi Rd,22407.05055,22744.31326,27639.66421,
0101000020E6100000D95BCAF962EB594055FB743C6620F53F,103.677916,1.32041,1243,24639,Aft Benoi Rd,22447.12878,22784.54978,27680.04373,
0101000020E6100000EE4108C897EA59404985B1852007F53F,103.665514,1.31424,1244,24641,Opp Tuboscope Vetco,23977.23466,24319.53098,29217.01455,
0101000020E6100000BA2D910BCEEA5940992A1895D409F53F,103.668826,1.3149,1245,24651,Metall-Treat Ind,23627.48385,23965.47717,28849.34018,
0101000020E61000009548A29751EA594037FA980F08F4F43F,103.66123,1.309578,1246,24671,JSW Plastic Machinery,24656.88129,24993.17901,29858.80791,
0101000020E610000041D47D0052EA59409A95ED43DEF2F43F,103.661255,1.309294,1247,24679,Bet LP 166/167,24671.6132,25007.02181,29868.8328,
0101000020E61000003FC4060B27EA594031EC3026FDFDF43F,103.658633,1.312009,1248,24681,Opp Jurong Insp,24756.56965,25104.83465,30018.37658,
0101000020E6100000C6DD205A2BEA5940A6B4FE9600FCF43F,103.658896,1.311524,1249,24689,LP 173,24760.24569,25106.59957,30012.3276,
0101000020E61000004C5299620EEA5940F98381E7DE03F53F,103.657128,1.313445,1250,24691,LP 179,24815.45916,25170.65592,30111.67936,
0101000020E61000003C69E1B20AEA59405454FD4AE703F53F,103.656903,1.313453,1251,24699,Bet LP 179/180,24836.35417,25191.97048,30134.48009,
0101000020E61000003CDEE4B7E8E859404C89247A1985F53F,103.639204,1.344995,1252,25009,Tuas Ter,25018.86184,25493.17206,30879.1395,
0101000020E610000014200A664CE959400490DAC4C93DF53F,103.645288,1.327585,1253,25061,Toshiba Chemical S'pore,25203.64907,25619.39276,30793.023,
0101000020E6100000ADBEBA2A50E95940C6C210397D3DF53F,103.645518,1.327512,1254,25069,Mayfran Group,25184.47699,25599.67696,30771.41254,
