the_geom,name,distance_to_punggol,distance_to_yishun_east,distance_to_yishun_west
0101000020E61000003AEB538EC9ED5940166EF9484A3AF53F,Aft Lor Tukang Empat,23581.67543632,18906.89569179,18638.15992346
0101000020E6100000A2EBC20FCEED59406494675E0E3BF53F,Hup Leck Heavy Equipment,23545.1789205,18869.97401119,18601.31593791
0101000020E6100000F0F78BD992ED5940A96917D34C37F53F,Bef Lor Tukang Dua,23952.40903147,19256.6415046,18981.20635623
0101000020E610000045D7851F9CED5940F777B6476F38F53F,Aft Ray Lee,23882.37603336,19187.50597333,18912.608937
0101000020E6100000488787307EED5940FED5E3BED53AF53F,Bef Boon Lay Way,24039.68993257,19317.11977431,19034.94382929
0101000020E6100000F3AACE6A81ED5940448655BC9139F53F,Bef Jln Tukang,24034.05518946,19318.56898617,19038.09821416
0101000020E61000000E863AAC70ED59404AECDADE6E49F53F,Premier Milk Pte Ltd,23961.97965333,19172.13275496,18874.19217377
0101000020E61000007365506D70ED5940A0FCDD3B6A4CF53F,Opp Meiji Seika,23931.25124771,19129.15902272,18828.38944675
0101000020E610000005FC1A4982ED5940DC4B1AA37554F53F,Opp Amoy Canning,23733.79816138,18908.80019284,18603.34259341
0101000020E6100000037AE1CE85ED5940B58AFED0CC53F53F,Amoy Canning,23718.81980179,18898.44791786,18594.19002114
0101000020E6100000944DB9C2BBED59401E17D522A258F53F,PB Packaging Systems,23330.60462542,18520.38118858,18220.41919957
0101000020E6100000EF1D3526C4ED5940A164726A6758F53F,Opp Grandluxe,23280.73454981,18476.23158518,18177.90550769
0101000020E6100000CDE9B298D8ED59409B3C65355D4FF53F,Clariant S'pore,23251.68246122,18497.10594192,18211.01552873
0101000020E61000001A87FA5DD8ED5940C631923D424DF53F,Opp Kaily Packaging,23276.32474717,18530.51275484,18246.40689724
0101000020E61000005664744012EE59409E40D829564DF53F,Jurong Town Swim Cplx,22917.31854038,18206.56938827,17932.65211166
0101000020E61000001C7DCC0704EE594080D6FCF84B4BF53F,Automotive Technology,23028.07101583,18317.25391298,18042.75248605
0101000020E6100000EDB776A224EE5940FA0E7EE2003AF53F,Blk 151,23026.8357107,18411.9587958,18160.00377396
0101000020E6100000384E0AF31EEE594077D9AF3BDD39F53F,CISCO Recall,23063.22410888,18445.16812115,18192.2853941
0101000020E61000006D1ADB6B41EE59401D226E4E2543F53F,Blk 158,22743.58221353,18107.82294223,17852.50797318
0101000020E61000000116F9F543EE5940DB19A6B6D441F53F,Opp Blk 158,22743.35567656,18115.09447921,17861.53081679
0101000020E610000000AE64C746EE59407730629F004AF53F,Opp Jurong Sec Sch,22631.44566357,17968.97049613,17707.99288807
0101000020E6100000AB05F69848EE5940473D44A33B48F53F,Jurong Sec Sch,22640.62289962,17987.16870814,17728.26305342
0101000020E6100000E6E95C514AEE594063416150A651F53F,Blk 65,22522.61943427,17828.64595523,17560.80550617
0101000020E6100000E481C8224DEE5940CF8250DEC751F53F,Blk 103,22503.75154988,17811.0208707,17543.57800231
0101000020E6100000BD6DA6423CEE5940BF9EAF592E5BF53F,Opp Blk 117,22503.47452438,17758.57207613,17478.64492652
0101000020E6100000D313967840EE594053E9279CDD5AF53F,Blk 117,22480.82113411,17739.92995784,17461.09063808
0101000020E610000081CD397826EE59402FC03E3A7565F53F,Blk 357,22527.97244622,17724.94207315,17430.75653584
0101000020E610000034643C4A25EE5940988922A46E67F53F,Opp Blk 364,22514.38934682,17702.09111817,17405.70194065
0101000020E6100000F5D6C05609EE5940C74CA25EF069F53F,Blk 367,22662.93377501,17823.6308399,17519.81466491
0101000020E6100000B8CEBF5DF6ED5940B9C7D2872E68F53F,Aft Corporation Rd,22800.12723911,17957.55406857,17652.23525403
0101000020E610000014B2F33636EE5940930035B56C6DF53F,Blk 354,22345.45157337,17517.01229801,17217.53301041
0101000020E6100000207D93A641EE59403B53E8BCC66EF53F,Blk 334,22259.70035091,17432.0625492,17133.23806233
0101000020E61000005BECF65965EE5940C74ACCB39256F53F,Opp Japanese Gdn,22300.29013689,17601.96800537,17334.31053368
0101000020E61000009B73F04C68EE5940923B6C223357F53F,Japanese Gdn,22275.03531679,17575.83258538,17308.10539623
0101000020E61000009013268C66EE594025CB49287D61F53F,Opp Lakeside Apt,22171.8342886,17425.50731351,17147.04183133
0101000020E6100000A6ED5F5969EE5940444DF4F92863F53F,Lakeside Apt,22136.17655877,17384.15152491,17104.50545271
0101000020E610000069E55E6056EE594008C90226706BF53F,Opp Chinese Gdn,22165.28320758,17364.71615995,17073.0733318
0101000020E610000068B114C957EE59403F6F2A52616CF53F,Chinese Gdn,22146.48929522,17342.60352167,17050.2479708
0101000020E61000001938A0A52BEE5940E1270EA0DF77F53F,Yuan Ching Sec Sch,22304.09792883,17424.19779359,17112.11057798
0101000020E6100000BA66F2CD36EE59400C056C072376F53F,Opp Blk 134D,22251.60247247,17385.54165838,17077.20063139
0101000020E61000009A05DA1D52EE59407FC16ED8B668F53F,Blk 331,22220.87949212,17429.77782078,17140.15255709
0101000020E61000002BFA43334FEE5940094E7D207967F53F,Blk 329,22252.34033295,17464.94848376,17176.05974599
0101000020E6100000522AE109BDED59400589EDEE017AF53F,Opp Blk 200,22981.13314458,18033.18129898,17700.49006475
0101000020E6100000A7203F1BB9ED5940EDF0D7648D7AF53F,Blk 200,23000.71290782,18048.52741408,17714.66187965
0101000020E610000014B1886187ED59405DA3E5400F75F53F,Opp Jurong Fire Stn,23369.23915503,18414.55486523,18078.35163627
0101000020E61000003EAF78EA91ED5940492EFF21FD76F53F,Jurong Fire Stn,23283.69241528,18326.42882633,17989.95480179
0101000020E6100000F52B9D0FCFED59404FEACBD24E8DF53F,Bet Blks 523/525,22682.579759,17664.16538116,17314.66047547
0101000020E61000002B508BC1C3ED5940AA656B7D9190F53F,Opp Blk 529,22724.66066951,17687.54753096,17332.92935561
0101000020E61000008CBE823463EE5940F29A5775564BF53F,Jurong Sec Sch,22441.40427558,17791.875252,17534.98053605
0101000020E6100000AF601BF164EE5940AC5791D10149F53F,Opp Jurong Sec Sch,22457.69495981,17819.75154114,17565.48414263
0101000020E6100000FD4B529962EE59405AA0DD21C540F53F,Blk 138B,22568.42634007,17965.69147896,17719.01622665
0101000020E6100000552FBFD364EE59409755D80C7041F53F,Opp Blk 143,22546.93470301,17942.75144397,17695.85899027
0101000020E61000009548A29751EE5940617138F3AB39F53F,Aft Corporation Dr,22756.44350068,18173.56126986,17930.44530995
0101000020E610000073F7393E5AEE5940FBCA83F41439F53F,Aft Yuan Ching Rd,22710.81403283,18136.55691499,17895.67524569
0101000020E6100000EE5F596952EE5940CC272B86AB43F53F,Taman Jurong Ter,22633.38024217,18006.69955241,17754.0996718
0101000020E6100000FEEE1D3526ED59405F7D3CF4DD6DF53F,Boon Lay Int,24054.89133047,19081.82957499,18737.95722578
0101000020E610000027A5A0DB4BED5940C652245F0924F53F,Jurong Bird Pk,24610.71481678,19950.84993568,19680.84785723
0101000020E6100000E564E25641ED5940056F48A30227F53F,Opp Jurong Bird Pk,24640.62348255,19962.55974113,19688.18355993
0101000020E6100000255B5D4E09ED5940D4635B069C25F53F,Opp PCI,25001.01871696,20296.05164413,20013.8355565
0101000020E6100000395FECBDF8EC5940F085C954C128F53F,PCI,25067.20519684,20340.5861101,20052.99573056
0101000020E61000008CA37213B5EC59406A15FDA19927F53F,Sankyu S'pore,25498.02626153,20738.96479714,20441.9588134
0101000020E6100000971DE21FB6EC59404EED0C535B2AF53F,Markono Holdings,25460.8346337,20691.82505404,20392.59620841
0101000020E6100000E36C3A02B8EC5940D4D4B2B5BE08F53F,Aft Tg Kling Rd,25835.89990188,21196.31545831,20925.91594505
0101000020E61000003ECF9F36AAEC594052431B800D08F53F,Bef Tg Kling Rd,25928.26634655,21283.41692581,21011.4451631
0101000020E610000080D4264EEEEC5940CEA623809B05F53F,Opp Sembawang Kimtrans,25543.23841283,20947.69942668,20688.5531043
0101000020E61000005DFB027AE1EC594020459DB98704F53F,Sembawang Kimtrans,25634.16284235,21035.12224587,20774.80843347
0101000020E6100000ED9A90D618ED5940E2AE5E454607F53F,Opp Cooling Sys Pte Ltd,25265.03379281,20688.8559212,20435.2668204
0101000020E6100000A7052FFA0AED59404227840EBA04F53F,Cooling Sys Pte Ltd,25380.11531398,20805.44648231,20551.71709547
0101000020E6100000F83768AF3EED59408C497F2F8507F53F,Bef Jurong Pier Rd,25032.96968932,20479.46021289,20231.9977696
0101000020E6100000B37BF2B050ED59402368CC24EA05F53F,Aft Jurong Pier Rd,24944.06451349,20408.48371707,20165.45320066
0101000020E6100000D0B9DBF5D2EC59401E4FCB0F5CE5F43F,Opp Natsteel,26109.27759154,21621.71632823,21384.5306275
0101000020E6100000191F662FDBEC59408B34F10EF0E4F43F,Natsteel,26065.44835222,21584.70918885,21349.20787142
0101000020E610000049F59D5F94EC5940F969DC9BDFF0F43F,Aft Jln Samulun,26341.34579547,21771.69709415,21515.26515176
0101000020E610000034BA83D899EC5940921FF12BD6F0F43F,Bef Jln Samulun,26308.73593829,21742.46768677,21486.92264043
0101000020E6100000FEF3346090EC594016DEE522BE13F53F,Aft Jln Buroh,25949.62861477,21246.052601,20960.3793597
0101000020E61000007EE5417A8AEC5940AA108FC4CB13F53F,Bef Jln Buroh,25985.24554168,21278.25540879,20991.64862465
0101000020E6100000B6476FB88FEC5940675F79909E22F53F,Hitachi,25784.66827944,21024.6870195,20726.35731199
0101000020E61000001F1494A295EC5940675F79909E22F53F,Opp Hitachi,25748.10926138,20991.24590196,20693.79552713
0101000020E6100000EB3A545392EC59402AAC54505135F53F,Opp Overseas Textile Ind,25563.40147416,20734.48431625,20420.46215489
0101000020E6100000B477465B95EC59407FBC57AD4C38F53F,Opp Joo Ann Eating Hse,25512.54523298,20673.95416928,20357.77741072
0101000020E6100000F12BD67091EC5940F0880AD5CD45F53F,AMTEK,25395.00841357,20503.96828934,20175.38627133
0101000020E6100000B35DA10F96EC59408143A852B347F53F,Bef Secura,25346.42199893,20450.50901198,20120.90572533
0101000020E6100000F12BD67091EC59403DB7D0950854F53F,S'pore Post,25250.2542511,20306.27965554,19965.05598361
0101000020E61000005455682096EC59407C5F5CAAD256F53F,Bef S'pore Post,25192.87089182,20240.68742537,19897.61336754
0101000020E61000006478EC67B1EC59404A7F2F85074DF53F,Soon Lee Depot,25119.8863468,20217.05335352,19886.59919946
0101000020E61000001A3048FAB4EC59406E35EB8CEF4BF53F,Opp Soon Lee Depot,25108.68078523,20211.68556878,19882.72275549
0101000020E610000034BC5983F7EC5940BAA46ABB093EF53F,Aft Neythal Rd,24839.24363422,20029.01490764,19722.37310105
0101000020E6100000381268B0A9EC59406806F1811D3FF53F,Aft Pioneer Rd Nth,25313.14009776,20459.00888831,20139.80705819
0101000020E61000007D3F355EBAEC594097361C96063EF53F,Bef Pioneer Rd Nth,25220.52150254,20378.85266787,20063.05127115
0101000020E6100000501DAB949EEC5940C03E3A75E573F53F,Blk 639,24860.6272203,19804.92368787,19436.53467458
0101000020E6100000B360E28FA2EC5940DC291DACFF73F53F,Blk 624,24834.26663807,19779.8405789,19411.88295914
0101000020E61000001FD61BB5C2EC5940E7E099D02471F53F,Opp Blk 622,24655.84244051,19625.55872516,19264.55646497
0101000020E61000000E4E44BFB6EC59408C84B69C4B71F53F,Blk 622,24730.62460598,19694.65600896,19331.89392121
0101000020E61000008DD31055F8EC5940FFAF3A72A473F53F,Blk 665A,24290.92638473,19274.69602662,18918.76021475
0101000020E6100000E17B7F83F6EC59400403081F4A74F53F,Blk 668D,24296.39666017,19276.90150969,18920.09860938
0101000020E610000079245E9ECEEC5940CA6B25749744F53F,Jebsen & Jessen,25024.45791531,20167.95203596,19849.29589147
0101000020E610000090DD054A0AED594058703FE08141F53F,Aft Soon Lee Rd,24684.90211836,19871.04850412,19564.16530113
0101000020E610000085949F54FBEC59408C868C47A944F53F,Bef Fan Yoong Rd,24744.37823257,19910.39715098,19598.37451487
0101000020E6100000B8CB7EDDE9EC5940D7DF12807F4AF53F,Seng Mee Trading,24791.94098102,19926.45525027,19606.52369978
0101000020E61000002DE8BD3104ED594085CE6BEC1255F53F,Aft Fan Yoong Rd,24517.19916494,19623.98537289,19298.3170642
0101000020E61000005EF7562426ED5940454B1E4FCB4FF53F,Chun Chun Mfg,24359.10913443,19503.74604691,19188.09269715
0101000020E610000008CA6DFB1EED594013BA4BE2AC48F53F,Opp Sam Mccoy Engrg,24479.10285351,19648.03200212,19337.82223625
0101000020E6100000FA0E7EE200ED594093C83EC8B2E0F43F,Jurong Shipyard,25895.10755145,21455.08833065,21229.24161704
0101000020E6100000AC1A84B9DDEC5940CADFBDA3C684F53F,Blk 673C,24303.52173643,19211.57270867,18835.73900439
0101000020E6100000BA4A77D7D9EC5940A0A696ADF585F53F,Blk 734A,24317.88118655,19219.96374182,18842.48801534
0101000020E6100000C05FCC96ACEC5940A6B4FE96007CF53F,Opp Blk 717,24697.07160538,19617.44728971,19243.38655478
0101000020E610000061545227A0EC5940AEF36F97FD7AF53F,Blk 717,24785.80921154,19704.83873239,19330.09458173
0101000020E6100000D84AE82E89EC5940FF23D3A1D373F53F,Blk 641,24997.92053544,19933.67088059,19562.54344987
0101000020E6100000D847A7AE7CEC594030849CF7FF71F53F,Blk 705,25094.54376896,20031.81610402,19660.73714552
0101000020E6100000CD04C3B986EC59402CEFAA07CC03F53F,Bef Jln Buroh,26195.28465426,21546.42679902,21272.50779899
0101000020E6100000895FB1868BEC5940823CBB7CEB03F53F,Aft Jln Buroh,26164.54087748,21517.92563332,21244.63926335
0101000020E6100000029A081B9EEC594078D2C26515F6F43F,Aft Shipyard Rd,26218.48447462,21634.86907447,21375.75254658
0101000020E6100000E2E47E87A2EC59405055A18158F6F43F,Bef Shipyard Rd,26188.49416665,21606.49186363,21347.85612332
0101000020E6100000187959130BED5940D76B7A50508AF53F,Blk 676B,23963.40406229,18869.38264759,18494.32931511
0101000020E61000009128B4ACFBEC5940F9653046248AF53F,Jurong West Sub-Stn,24063.73744814,18964.02320723,18587.05490814
0101000020E61000008A3BDEE4B7EC59403FE3C28190ECF43F,Natl Oxygen Pte Ltd,26180.67002288,21648.71999506,21401.37546851
0101000020E610000052103CBEBDEC59402079E75086EAF43F,Opp Natl Oxygen Pte Ltd,26171.09943365,21650.52559699,21405.75939843
0101000020E6100000239EEC6646ED59402C2E8ECA4D54F53F,Opp Par Investment,24109.90954049,19253.47743625,18938.62854947
0101000020E61000002FE1D05B3CED59408CF50D4C6E54F53F,Aft Par Investment,24171.48945319,19309.31744427,18992.78741984
0101000020E610000049658A3908ED59400820B589937BF53F,Blk 669,24115.42509795,19076.02345058,18714.76807986
0101000020E610000089EC832C0BED59401EFCC401F47BF53F,Blk 685B,24093.11782505,19053.57080556,18692.36734077
0101000020E6100000D591239D81EC594036B1C057746BF53F,Opp Blk 643,25123.81508958,20086.85563268,19722.37782188
0101000020E6100000BD35B05582EC594054A703594F6DF53F,Blk 643,25101.88202949,20058.4767016,19692.40641065
0101000020E6100000F3936A9F8EEC5940172EABB01960F53F,Opp Blk 653B,25149.31449935,20159.48493727,19807.02967504
0101000020E61000005725917D90EC5940965F06634462F53F,Blk 653B,25116.53248732,20119.54498631,19765.38307791
0101000020E6100000B398D87C5CEC59405C77F354875CF53F,Bef Pioneer Rd Nth,25501.79981446,20503.26590775,20147.30827246
0101000020E61000009B70AFCC5BEC5940E78F696D1A5BF53F,Aft Pioneer Rd Nth,25519.95052269,20526.27734007,20171.49452374
0101000020E61000002D3F709527ED5940CBF6216FB97AF53F,Blk 691A CP,23923.46259887,18901.22570156,18545.22576826
0101000020E610000047E9D2BF24ED5940419AB1683A7BF53F,Blk 683A,23936.80411692,18911.35291254,18554.4618509
0101000020E6100000CE33F6251BED5940A7936C753965F53F,Blk 662D,24209.65914721,19264.94034792,18927.62993907
0101000020E6100000806264C91CED5940A5BF97C28366F53F,Opp Blk 662C,24186.53891087,19237.58999348,18899.30474871
0101000020E6100000AEF36F97FDEC59404E42E90B2167F53F,Blk 662A,24377.84243214,19411.79121669,19068.38007649
0101000020E61000008867093202ED59400892770E6568F53F,Blk 663E,24336.32208784,19367.55743839,19023.62380655
0101000020E6100000CA1649BBD1EC5940069FE6E44566F53F,Blk 658C,24664.03805725,19681.1090797,19332.25979896
0101000020E610000044317903CCEC59408195438B6C67F53F,Blk 608,24689.16514526,19699.3291734,19348.61693067
0101000020E6100000630D17B9A7EC59401D1F2DCE1866F53F,Blk 651A,24932.24719253,19931.27667027,19576.78355639
0101000020E61000008C69A67B9DEC5940761BD47E6B67F53F,Blk 649A,24984.6320675,19974.30921262,19617.218808
0101000020E610000083F92B64AEEC59401BB96E4A796DF53F,Opp Jurong West Pr Sch,24819.70351105,19794.30718649,19433.94872978
0101000020E6100000E63C635FB2EC5940AF777FBC576DF53F,Jurong West Pr Sch,24795.5995567,19772.40085526,19412.70161452
0101000020E610000034D769A4A5EC5940F04DD367075CF53F,Blk 655,25043.30947872,20078.81685749,19733.19734225
0101000020E610000031074147ABEC594031074147AB5AF53F,Opp Blk 655,25021.09970572,20064.24020554,19720.63534263
0101000020E6100000C16F438CD7EC59408FFAEB15165CF53F,Blk 657,24727.41253998,19785.71487581,19447.07216635
0101000020E61000007102D369DDEC594009168733BF5AF53F,Opp Blk 657,24703.78975185,19769.95426552,19433.3829294
0101000020E61000002DEBFEB110ED59400742B280095CF53F,Blk 660,24367.60017433,19453.52057374,19123.26518317
0101000020E61000006BD619DF17ED5940C539EAE8B85AF53F,Opp Blk 660,24335.76832255,19430.34448711,19102.38498011
0101000020E610000016DA39CD02ED5940902E36AD1482F53F,Blk 670A,24090.36609917,19023.95441012,18655.7128634
0101000020E6100000185C7347FFEC59406AA4A5F27684F53F,Blk 678D,24091.33829953,19014.44309634,18643.4289011
0101000020E6100000E770ADF6B0EC5940B0AA5E7EA749F53F,Soon Lee Bus Pk,25157.40401521,20267.07750952,19939.57751172
0101000020E6100000FA0D130D52EC5940F11131259228F53F,Carrier Transicold Pte Ltd,26101.29544068,21287.65598467,20975.32768875
0101000020E61000007CD2890453EC59404DBD6E11182BF53F,Nippon Paint,26067.89256761,21245.45498548,20931.12853664
0101000020E6100000556B6116DAEB594051D9B0A6B228F53F,General Motors,26847.66128653,21976.42231478,21647.56407478
0101000020E610000046240A2DEBEB59405837DE1D192BF53F,Stamford Tyre,26715.48154852,21843.59501959,21515.01963695
0101000020E6100000B477465B95EB59407F4DD6A88728F53F,Phillips Electronics,27279.54991738,22378.18969942,22040.57454281
0101000020E61000000971E5EC9DEB5940BF81C98D222BF53F,Opp Phillips Electronics,27198.75216187,22292.1656458,21953.52306312
0101000020E610000040FB912232EC5940ADA7565F5D55F53F,Opp Jurong Camp,25839.74010599,20848.8778398,20493.68594119
0101000020E6100000F12900C633EC5940A14CA3C9C558F53F,Jurong Camp,25796.32670912,20793.99591463,20436.03469303
0101000020E610000044300E2E1DEC59405890662C9A4EF53F,Bef Kian Teck Rd,26038.58864078,21062.87958988,20710.84146223
0101000020E6100000A148F7730AEC5940F3CAF5B6994AF53F,Aft Kian Teck Rd,26196.48823531,21226.95384523,20875.93578843
0101000020E6100000027FF8F9EFEB594051DCF126BF45F53F,Aft Kian Teck Rd,26411.90984412,21448.16818363,21097.88470597
0101000020E610000056BC9179E4EB5940D734EF384547F53F,Bef Kian Teck Rd,26469.45557905,21495.50698582,21142.46705909
0101000020E610000006BEA25BAFEB59401CB5C2F4BD46F53F,Opp SAFTI Military Inst,26810.67256889,21816.58094054,21457.35781188
0101000020E610000006BB61DBA2EB59403B376DC66948F53F,SAFTI Military Inst,26873.58384194,21868.74013178,21506.59573485
0101000020E6100000187B2FBE68EB59407AA86DC32848F53F,Opp S'pore Discovery Ctr,27244.72310919,22217.89103501,21849.01865722
0101000020E61000008D5DA27A6BEB59408EC877297549F53F,S'pore Discovery Ctr,27214.9182261,22184.81147468,21815.19285794
0101000020E6100000577A6D3656EC5940D6E3BED53A31F53F,Nippon,25981.97038575,21138.54759158,20819.45487592
0101000020E610000020EBA9D557EC5940965AEF37DA31F53F,Bef First Lok Yang Rd,25965.19956038,21120.27718788,20800.88120357
0101000020E610000066D828EB37EC59408C84B69C4B31F53F,Opp Nichias (S),26170.3514694,21312.11631913,20988.74665108
0101000020E6100000B6F7A92A34EC5940081F4AB4E431F53F,Aft Third Lok Yang Rd,26187.45027382,21325.26187234,21000.86841079
0101000020E610000082AD122C0EEC5940143DF0315831F53F,Hitachi Cable,26430.80609893,21552.81002488,21223.7087015
0101000020E610000016C3D50110EC5940CFBC1C76DF31F53F,Opp Hitachi Cable Pte Ltd,26413.77412979,21534.73491006,21205.43689873
0101000020E610000087A8C29FE1EB594036AB3E575B31F53F,Hitachi Cable,26709.67691061,21811.3525443,21476.32601659
0101000020E6100000ECA17DACE0EB5940081F4AB4E431F53F,Opp PCB Ltd,26710.05994017,21809.42086493,21473.8241422
0101000020E6100000537B116DC7EB5940AE11C138B834F53F,Opp Leroy Somer,26839.37331971,21917.68234525,21576.47038243
0101000020E6100000EC67B114C9EB5940D732198EE733F53F,Bef Lok Yang Way,26837.34595305,21919.21906176,21578.89445433
0101000020E61000004DBED9E6C6EB594055DFF945093AF53F,Opp Varco,26788.48082043,21848.06346981,21502.3727887
0101000020E61000005704FF5BC9EB59407BA01518B23AF53F,Metoxide Pte Ltd,26766.32887157,21824.67405543,21478.74735247
0101000020E6100000FF092E56D4EB594035272F32013FF53F,Containers Printers,26653.71361159,21701.75796883,21353.62963315
0101000020E6100000A4C16D6DE1EB59408639419B1C3EF53F,Aft Fifth Lok Yang Rd,26580.20610682,21636.99230824,21291.28645725
0101000020E6100000CC7A319413EC59404C1B0E4B033FF53F,Promoter Group,26255.38614089,21331.00240095,20991.07248661
0101000020E61000009162804413EC594097AAB4C5353EF53F,Bef Kian Teck Rd,26265.53775294,21343.87937721,21004.59094362
0101000020E6100000A054FB743CEC5940D4D347E00F3FF53F,SKK (S) Pte Ltd,25997.99576265,21091.93295854,20757.43784202
0101000020E61000007138F3AB39EC5940ED832C0B263EF53F,Aft Second Lok Yang Rd,26024.89474108,21120.86050163,20786.77169929
0101000020E6100000A29BFD8172EC5940242A5437173FF53F,Aft Kian Teck Rd,25658.69078058,20777.81159638,20450.75066931
0101000020E6100000764F1E166AEC5940AE2AFBAE083EF53F,Bef First Lok Yang Rd,25722.47474296,20841.48620116,20514.16391344
0101000020E610000050A8A78FC0EB594010E84CDA541DF53F,Opp S'pore Tpt Pte Ltd,27128.26923445,22285.21122605,21962.26133006
0101000020E610000037C7B94DB8EB59407D59DAA9B91CF53F,S'pore Tpt Pte Ltd,27186.23103945,22341.47585253,22017.92764544
0101000020E6100000F86C1D1CECEB594066C1C41F451DF53F,Opp Shimano Pte Ltd,26857.96859775,22035.59846614,21718.52596946
0101000020E61000006E1805C1E3EB59400C957F2DAF1CF53F,Aft Shimano Pte Ltd,26916.28543986,22092.01806074,21774.29373229
0101000020E610000057CF49EF1BEC5940C7629B543416F53F,Opp Regent Motors,26639.3427907,21865.72698738,21561.04381785
0101000020E61000009E5E29CB10EC5940D0F0660DDE17F53F,Aft Regent Motors,26689.76939876,21904.58857799,21596.9819573
0101000020E6100000BF44BC75FEEA594014B1886187F1F43F,Aft Gul Way,28814.51286622,24031.52256998,23717.70810444
0101000020E61000006CD097DEFEEA5940B0AE0AD462F0F43F,Opp Gul Way,28824.8568107,24045.84406569,23732.93572456
0101000020E6100000D55E44DB31EB594050C24CDBBFF2F43F,Keppel Logistics,28483.6639704,23720.36354702,23412.14883702
0101000020E61000001AA3755435EB5940A7B393C151F2F43F,Opp Keppel Logistics,28467.14663742,23706.92915042,23399.48676388
0101000020E61000006ADB300A82EB59403E40F7E5CCF6F43F,Aft Benoi Rd,27943.81415084,23205.09323273,22904.29059153
0101000020E610000091813CBB7CEB5940A7EA1ED95CF5F43F,Bef Benoi Rd,27992.94886688,23256.59835005,22956.19442455
0101000020E610000013286211C3EB594072193735D0FCF43F,Aft Shipyard Rd,27475.00738793,22747.52640259,22450.8608816
0101000020E6100000DF1AD82AC1EB5940F7AE415F7AFBF43F,Bef Shipyard Rd,27502.05729192,22778.32980656,22482.45076588
0101000020E6100000B5DE6FB4E3EB59409E08E23C9C00F53F,Opp Exxon Mobil,27230.77257015,22506.33440958,22211.19383065
0101000020E61000000E10CCD1E3EB5940D32F116F9DFFF43F,Exxon Mobil,27241.52750132,22520.69591422,22226.36075247
0101000020E610000025ECDB4944EC59407AC7293A920BF53F,Aft Benoi Sector,26511.17356561,21797.15093045,21506.95374102
0101000020E6100000C6FD47A643EC5940E3FDB8FDF209F53F,Bef Benoi Sector,26533.80075378,21825.40428429,21536.43899916
0101000020E61000000C04013274EB5940C571E0D572E7F43F,Aft Pioneer Rd,28206.9495306,23514.36237947,23223.43917425
0101000020E610000098C0ADBB79EB5940A6D6FB8D76DCF43F,S'pore Shipbldg Engrg,28303.63218705,23651.76326774,23369.87544418
0101000020E6100000D25625917DEB594002F566D47CD5F43F,Bef Benoi Basin,28364.56146849,23738.79070046,23462.64525786
0101000020E6100000A81E69705BEB59402140868E1DD4F43F,Keppel Shipyard,28588.33324648,23949.57587253,23669.78588268
0101000020E6100000EE42739D46EB5940603E59315CDDF43F,Opp Sinip Steel Pte Ltd,28604.46710577,23923.63204187,23634.18538919
0101000020E6100000D9D0CDFE40EB5940F6F065A208E9F43F,Opp JP Nelson,28502.03492392,23778.79944194,23479.87760518
0101000020E6100000C284D1AC6CEB59409817601F9DFAF43F,Aft Pioneer Rd,28031.90825197,23269.72493742,22963.1495657
0101000020E610000067D13B1570EB59401EC539EAE8F8F43F,Bef Pioneer Rd,28030.2491121,23275.55016701,22970.73678143
0101000020E6100000554CA59F70EB59405778978BF80EF53F,Aft Gul Ave,27781.20530088,22951.11205604,22629.20190597
0101000020E6100000DDB3AED172EB59404339D1AE420AF53F,Opp Gul Ave,27819.16343452,23006.20862936,22688.27736248
0101000020E61000000D52F01472EB594080457EFD101BF53F,Opp S'pore Warehse & Tpt,27641.90099814,22771.14024607,22439.85676771
0101000020E6100000BD18CA8976EB59402BF86D88F11AF53F,S'pore Warehse & Tpt,27615.38817851,22747.02216524,22416.40145474
0101000020E61000007095271076EB59409301A08A1B37F53F,Opp Hitachi Elect Devices,27327.44954478,22363.15020235,22009.80962963
0101000020E610000050C6F8307BEB5940BCCD1B278539F53F,Hitachi Elect Devices,27270.99405969,22300.63831978,21945.95572309
0101000020E6100000CB48BDA772EC59409430D3F6AFECF43F,Plant Engrg,26596.71248745,22022.98367268,21764.66768176
0101000020E61000004276DEC666EC594068041BD7BFEBF43F,Opp Plant Engrg,26680.06439602,22102.923914,21843.52892745
0101000020E6100000D316D7F84CEC594099D711876CE0F43F,Far East Levingston,26976.15950109,22425.95253366,22171.52489365
0101000020E6100000B96C74CE4FEC5940CEA96400A8E2F43F,Opp Far East Levingston,26931.26392928,22374.47428201,22118.7349681
0101000020E6100000BAF8DB9E20EC5940DCB930D28BDAF43F,Opp Mobil Marine Ter,27316.65314997,22762.30766446,22505.73734883
0101000020E610000026FDBD141EEC594030630AD638DBF43F,Mobil Marine Ter,27323.52383432,22765.2683881,22507.79871624
0101000020E61000001C295B24EDEB59408A8F4FC8CEDBF43F,Aft Jurong Marine Base,27611.62945844,23023.7150862,22758.58861458
0101000020E6100000FF91E9D0E9EB5940F03504C765DCF43F,Opp Jurong Marine Base,27624.48097856,23032.61764896,22766.55760067
0101000020E610000042959A3DD0EB5940E36DA5D766E3F43F,Comfort Holdings,27694.14500229,23063.42720146,22788.33250464
0101000020E61000009A780778D2EB5940B187F6B182DFF43F,Opp Comfort Holdings,27727.79164688,23112.08111409,22840.28238869
